external_id,title,short_title,description,category,tags,start_datetime,end_datetime,venue_title,venue_address,venue_lat,venue_lon,price_min,price_raw,is_free,age_restriction,image_url,site_url,source,parsed_at
,Отражение,Отражение,"Купить билеты на Отражение в городе Санкт-Петербург, Гороховая улица, 47. Начало 24 июля 2026, цена — от 2000₽ до 3000₽.",education,,24 июля 2026,,ВСмысле,,,,2000,от 2000 ₽,False,18+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/otrazhenie-316512/og.png,https://kaverafisha.ru/saint-petersburg/events/otrazhenie-316512,kaver,2026-07-12 00:24:04
,Светский салон в особняке Мясникова,Светский салон в особняке Мясникова,"Купить билеты на Светский салон в особняке Мясникова в городе Санкт-Петербург, ул. Восстания, 45. Начало 26 июля 2026, цена — от 3000₽ до 6500₽.",education,,26 июля 2026,,Особняк И. Мясникова,"ул. Восстания, 45",,,3000,от 3000 ₽,False,16+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/svetskiyy-salon-v-osobnyake-myasnikova-266593/og.png,https://kaverafisha.ru/saint-petersburg/events/svetskiyy-salon-v-osobnyake-myasnikova-266593,kaver,2026-07-12 00:24:06
,Кино и лепка: фильм-рулетка,Кино и лепка: фильм-рулетка,"Купить билеты на Кино и лепка: фильм-рулетка в городе Санкт-Петербург, Кружок, улица Рубинштейна, 36. Начало 12 июля 2026, цена — 3800₽.",education,,12 июля 2026,,,"улица Рубинштейна, 36",,,1500,от 1500 ₽,False,16+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/kino-i-lepka-film-ruletka-315940/og.png,https://kaverafisha.ru/saint-petersburg/events/kino-i-lepka-film-ruletka-315940,kaver,2026-07-12 00:24:08
,Ручная лепка нерикоми,Ручная лепка нерикоми,"Купить билеты на Ручная лепка нерикоми в городе Санкт-Петербург, улица Марата, 50. Начало 12 июля 2026, цена — 3800₽.",education,,12 июля 2026,,Пространство Artista + Ceramista,"улица Марата, 50",,,900,от 900 ₽,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/nerikomi-tarelka-stakan-vaza-279571/og.png,https://kaverafisha.ru/saint-petersburg/events/nerikomi-tarelka-stakan-vaza-279571,kaver,2026-07-12 00:24:11
,Арт-пикник на крыше,Арт-пикник на крыше,"Купить билеты на Арт-пикник на крыше в городе Санкт-Петербург, пер. Пирогова, 18. Начало 3 июля 2026, цена — 5300₽.",education,,3 июля 2026,,Небо и вино,"пер. Пирогова, 18",,,900,от 900 ₽,False,12+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/art-piknik-na-kryshe-277493/og.png,https://kaverafisha.ru/saint-petersburg/events/art-piknik-na-kryshe-277493,kaver,2026-07-12 00:24:13
,Объёмная картина с текстурной пастой,Объёмная картина с текстурной пастой,"Купить билеты на Объёмная картина с текстурной пастой в городе Санкт-Петербург, Тучков переулок, 11/5. Начало 3 июля 2026, цена — от 3700₽ до 3900₽.",education,,3 июля 2026,,Художественная студия Artista,,,,3700,от 3700 ₽,False,12+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/obemnaya-kartina-s-teksturnoyy-pastoyy-279930/og.png,https://kaverafisha.ru/saint-petersburg/events/obemnaya-kartina-s-teksturnoyy-pastoyy-279930,kaver,2026-07-12 00:24:15
,"Кино, вино и рисование","Кино, вино и рисование","Купить билеты на Кино, вино и рисование в городе Санкт-Петербург, Artista, улица Некрасова, 60. Начало 4 июля 2026, цена — 3650₽.",education,,4 июля 2026,,,"улица Некрасова, 60",,,900,от 900 ₽,False,12+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/kino-vino-i-risovanie-306096/og.png,https://kaverafisha.ru/saint-petersburg/events/kino-vino-i-risovanie-306096,kaver,2026-07-12 00:24:17
,Блюдо для сервировки в технике фьюзинг,Блюдо для сервировки в технике фьюзинг,"Купить билеты на Блюдо для сервировки в технике фьюзинг в городе Санкт-Петербург, Artista glass, Кожевенная линия, 40. Начало 3 июля 2026, цена — 3600₽.",education,,3 июля 2026,,,,,,900,от 900 ₽,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/blyudo-dlya-servirovki-v-tehnike-fyuzing-294275/og.png,https://kaverafisha.ru/saint-petersburg/events/blyudo-dlya-servirovki-v-tehnike-fyuzing-294275,kaver,2026-07-12 00:24:19
,Дом для зелёного друга,Дом для зелёного друга,"Купить билеты на Дом для зелёного друга в городе Санкт-Петербург, улица Марата, 50. Начало 4 июля 2026, цена — 3500₽.",education,,4 июля 2026,,Пространство Artista + Ceramista,"улица Марата, 50",,,900,от 900 ₽,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/dom-dlya-zelenogo-druga-277197/og.png,https://kaverafisha.ru/saint-petersburg/events/dom-dlya-zelenogo-druga-277197,kaver,2026-07-12 00:24:22
,Миска для любимого питомца,Миска для любимого питомца,"Купить билеты на Миска для любимого питомца в городе Санкт-Петербург, улица Марата, 50. Начало 4 июля 2026, цена — 3500₽.",education,,4 июля 2026,,Пространство Artista + Ceramista,"улица Марата, 50",,,900,от 900 ₽,False,0+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/miska-dlya-lyubimogo-pitomtsa-277201/og.png,https://kaverafisha.ru/saint-petersburg/events/miska-dlya-lyubimogo-pitomtsa-277201,kaver,2026-07-12 00:24:24
,Мастер-класс по созданию духов,Мастер-класс по созданию духов,"Купить билеты на Мастер-класс по созданию духов в городе Санкт-Петербург, Дмитровский переулок, 3-5. Начало 4 июля 2026, цена — от 3900₽ до 12600₽.",education,,4 июля 2026,,Творческая студия Artista Handmade,,,,3900,от 3900 ₽,False,12+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/master-klass-po-sozdaniyu-duhov-277220/og.png,https://kaverafisha.ru/saint-petersburg/events/master-klass-po-sozdaniyu-duhov-277220,kaver,2026-07-12 00:24:26
,Цирк! на Чёрном Параде | Circus! at the Black Parade,Цирк! на Чёрном Параде | Circus! at the Black Parade,"Купить билеты на Цирк! на Чёрном Параде | Circus! at the Black Parade в городе Санкт-Петербург, Транспортный Переулок 10А. Начало 11 июля 2026, цена — 1500₽.",party,,11 июля 2026,,Ласточка,Переулок 10А Начало: 11 июля 2026 в 23:55 Завершение: 12 и,,,1500,от 1500 ₽,False,18+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/tsirk-na-chernom-parade-circus-at-the-black-parade-316862/og.png,https://kaverafisha.ru/saint-petersburg/events/tsirk-na-chernom-parade-circus-at-the-black-parade-316862,kaver,2026-07-12 00:24:29
,Летний лагерь,Летний лагерь,"Купить билеты на Летний лагерь в городе Санкт-Петербург, Конюшенная площадь, 2В. Начало 11 июля 2026, цена — 800₽.",party,,11 июля 2026,,VNVNC,,,,1500,от 1500 ₽,False,18+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/letniyy-lager-316887/og.png,https://kaverafisha.ru/saint-petersburg/events/letniyy-lager-316887,kaver,2026-07-12 00:24:31
,Гидровояж — вечеринка на теплоходе на разводные мосты,Гидровояж — вечеринка на теплоходе на разводные мосты,"Купить билеты на Гидровояж — вечеринка на теплоходе на разводные мосты в городе Санкт-Петербург, Городской причал, Университетская наб. 13. Начало 16 мая 2026, цена — 2800₽.",party,,16 мая 2026,,,наб. 13 Начало: 16 мая 2026 в 23:59 Завершение: 16 авг,,,900,от 900 ₽,False,18+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/gidrovoyazh-vecherinka-na-teplohode-pod-razvodnye-mosty-272987/og.png,https://kaverafisha.ru/saint-petersburg/events/gidrovoyazh-vecherinka-na-teplohode-pod-razvodnye-mosty-272987,kaver,2026-07-12 00:24:33
,Жара,Жара,"Купить билеты на Жара в городе Санкт-Петербург, Конюшенная площадь, 2В. Начало 17 июля 2026, цена — 700₽.",party,,17 июля 2026,,VNVNC,,,,1500,от 1500 ₽,False,18+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/zhara-316888/og.png,https://kaverafisha.ru/saint-petersburg/events/zhara-316888,kaver,2026-07-12 00:24:35
,Верни мой 2к17 х Лизер х Пика,Верни мой 2к17 х Лизер х Пика,"Купить билеты на Верни мой 2к17 х Лизер х Пика в городе Санкт-Петербург, Кожевенная линия, 30. Начало 17 июля 2026, цена — от 1199₽ до 2199₽.",party,,17 июля 2026,,Roof Place,,,,1199,от 1199 ₽,False,18+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/verni-moyy-2k17-h-lizer-h-pika-316680/og.png,https://kaverafisha.ru/saint-petersburg/events/verni-moyy-2k17-h-lizer-h-pika-316680,kaver,2026-07-12 00:24:38
,Мексика после заката,Мексика после заката,"Купить билеты на Мексика после заката в городе Санкт-Петербург, Невский проспект, 47. Начало 18 июля 2026, цена — 1000₽.",party,,18 июля 2026,,Commode,,,,1500,от 1500 ₽,False,18+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/meksika-posle-zakata-316132/og.png,https://kaverafisha.ru/saint-petersburg/events/meksika-posle-zakata-316132,kaver,2026-07-12 00:24:40
,Вписка чип-бар,Вписка чип-бар,"Купить билеты на Вписка чип-бар в городе Санкт-Петербург, Танцплощадка, Конюшенная площадь, 2Ж. Начало 18 июля 2026, цена — 300₽.",party,,18 июля 2026,,,,,,900,от 900 ₽,False,18+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/vpiska-chip-bar-317091/og.png,https://kaverafisha.ru/saint-petersburg/events/vpiska-chip-bar-317091,kaver,2026-07-12 00:24:42
,Phagamast Showcase,Phagamast Showcase,"Купить билеты на Phagamast Showcase в городе Санкт-Петербург, F club, Казанская улица, 7. Начало 25 июля 2026, цена — 1500₽.",party,,25 июля 2026,,,,,,1500,от 1500 ₽,False,18+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/phagamast-showcase-317183/og.png,https://kaverafisha.ru/saint-petersburg/events/phagamast-showcase-317183,kaver,2026-07-12 00:24:46
,Дисколэнд (Discoland),Дисколэнд (Discoland),"Купить билеты на Дисколэнд (Discoland) в городе Санкт-Петербург, Кожевенная линия, 30. Начало 31 июля 2026, цена — от 3000₽ до 10000₽.",party,,31 июля 2026,,Roof Place,,,,3000,от 3000 ₽,False,18+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/diskolend-discoland-316678/og.png,https://kaverafisha.ru/saint-petersburg/events/diskolend-discoland-316678,kaver,2026-07-12 00:24:49
,Whole Lotta Swag,Whole Lotta Swag,"Купить билеты на Whole Lotta Swag в городе Санкт-Петербург, Литейный проспект, 55. Начало 12 июля 2026, цена — 1500₽.",party,,12 июля 2026,,Юнион,,,,1500,от 1500 ₽,False,18+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/whole-lotta-swag-317140/og.png,https://kaverafisha.ru/saint-petersburg/events/whole-lotta-swag-317140,kaver,2026-07-12 00:24:51
,Зажигаем на острове (Rock around The Island),Зажигаем на острове (Rock around The Island),"Купить билеты на Зажигаем на острове (Rock around The Island) в городе Санкт-Петербург, Кожевенная линия, 34. Начало 11 июля 2026, цена — Бесплатно.",party,,11 июля 2026,,Мачты,,,,1500,от 1500 ₽,False,18+,https://kaverafisha.ru/__og-image__/image/saint-petersburg/events/zazhigaem-na-ostrove-rock-around-the-island-317092/og.png,https://kaverafisha.ru/saint-petersburg/events/zazhigaem-na-ostrove-rock-around-the-island-317092,kaver,2026-07-12 00:24:53
